Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,last30days-skill,Autre,,,oui,,658,2026-08,Pas de description
Python,awesome-systematic-trading,Autre,,,oui,,763,2026-08,Pas de description
Python,faceswap,Autre,,,oui,,93,2026-08,Pas de description
Python,book-to-skill,Autre,,,oui,,601,2026-08,Pas de description
Python,speech-to-speech,Autre,,,oui,,1275,2026-08,Pas de description
Python,MoneyPrinterTurbo,Autre,,,oui,,196,2026-08,Pas de description
Python,skills,Autre,,,oui,,17,2026-08,Pas de description
Python,cangjie-skill,Autre,,,oui,,320,2026-08,Pas de description
Python,public-apis,Autre,,,oui,,208,2026-08,Pas de description
Python,TRELLIS.2,Autre,,,oui,,167,2026-08,Pas de description
Python,mcp-server-guide,Autre,,,oui,,7,2026-08,Pas de description
Python,VibeVoice,Autre,,,oui,,86,2026-08,Pas de description
Python,hermes-agent,Autre,,,oui,,568,2026-08,Pas de description
Python,fish-speech,Autre,,,oui,,88,2026-08,Pas de description
Python,hexstrike-ai,Autre,,,oui,,87,2026-08,Pas de description
Python,Agent-Reach,Autre,,,oui,,503,2026-08,Pas de description
Python,whisper,Autre,,,oui,,130,2026-08,Pas de description
Python,deepagents,Autre,,,oui,,111,2026-08,Pas de description
Jupyter,AI-For-Beginners,Autre,,,oui,,1592,2026-08,Pas de description
Jupyter,aie-book,Autre,,,oui,,40,2026-08,Pas de description
Jupyter,generative-ai-for-beginners,Autre,,,oui,,104,2026-08,Pas de description
Jupyter,data-engineer-handbook,Autre,,,oui,,76,2026-08,Pas de description
Jupyter,mcp-for-beginners,Autre,,,oui,,11,2026-08,Pas de description
Jupyter,AISystem,Autre,,,oui,,30,2026-08,Pas de description
Jupyter,google-research,Autre,,,oui,,6,2026-08,Pas de description
Jupyter,fastai,Autre,,,oui,,2,2026-08,Pas de description
Jupyter,agents-from-scratch,Autre,,,oui,,11,2026-08,Pas de description
Jupyter,FinRobot,Autre,,,oui,,13,2026-08,Pas de description
Jupyter,sam2,Autre,,,oui,,6,2026-08,Pas de description
Jupyter,llm_engineering,Autre,,,oui,,5,2026-08,Pas de description
Jupyter,Python-100-Days,Autre,,,oui,,28,2026-08,Pas de description
Jupyter,gtsam,Autre,,,oui,,3,2026-08,Pas de description
Jupyter,OmniParser,Autre,,,oui,,2,2026-08,Pas de description
Jupyter,pyannote-audio,Autre,,,oui,,5,2026-08,Pas de description
