Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,last30days-skill,Autre,non,non,oui,Découvrir,658,2026-08,Pas de description
Python,awesome-systematic-trading,Autre,non,non,oui,Découvrir,763,2026-08,Pas de description
Python,faceswap,Autre,non,non,oui,Découvrir,93,2026-08,Pas de description
Python,book-to-skill,Autre,non,non,oui,Découvrir,601,2026-08,Pas de description
Python,speech-to-speech,Autre,non,non,oui,Découvrir,1275,2026-08,Pas de description
Python,MoneyPrinterTurbo,Autre,,,,,196,2026-08,Pas de description
Python,skills,Autre,,,,,17,2026-08,Pas de description
Python,cangjie-skill,Autre,non,non,oui,Découvrir,320,2026-08,Pas de description
Python,public-apis,Autre,,,,,208,2026-08,Pas de description
Python,TRELLIS.2,Autre,non,non,oui,Découvrir,167,2026-08,Pas de description
Python,mcp-server-guide,Autre,non,non,oui,Découvrir,7,2026-08,Pas de description
Python,VibeVoice,Autre,,,,,86,2026-08,Pas de description
Python,hermes-agent,Autre,,,,,568,2026-08,Pas de description
Python,fish-speech,Autre,non,non,oui,Découvrir,88,2026-08,Pas de description
Python,hexstrike-ai,Autre,non,non,oui,Découvrir,87,2026-08,Pas de description
Python,Agent-Reach,Autre,,,,,503,2026-08,Pas de description
Python,whisper,Autre,non,non,oui,Découvrir,130,2026-08,Pas de description
Python,deepagents,Autre,,,,,111,2026-08,Pas de description
JavaScript,ECC,Autre,,,,,504,2026-08,Pas de description
JavaScript,Baileys,Autre,non,non,oui,Découvrir,148,2026-08,Pas de description
JavaScript,yuvomi,Autre,non,non,oui,Découvrir,25,2026-08,Pas de description
JavaScript,k-skill,Autre,non,non,oui,Découvrir,64,2026-08,Pas de description
JavaScript,blog,Autre,non,non,oui,Découvrir,28,2026-08,Pas de description
JavaScript,transformers.js,Autre,,,,,1,2026-08,Pas de description
JavaScript,node-red,Autre,,,,,5,2026-08,Pas de description
JavaScript,awesome-gpt-image-2,Autre,non,non,oui,Découvrir,43,2026-08,Pas de description
JavaScript,discord-quest-completer,Autre,non,non,oui,Découvrir,10,2026-08,Pas de description
JavaScript,up,Autre,non,non,oui,Découvrir,45,2026-08,Pas de description
Rust,tuicr,Autre,non,non,oui,Découvrir,335,2026-08,Pas de description
Rust,jcode,Autre,,,,,527,2026-08,Pas de description
Rust,Handy,Autre,,,,,294,2026-08,Pas de description
Rust,rust-sdk,Autre,,,,,8,2026-08,Pas de description
Rust,stalwart,Autre,non,non,oui,Découvrir,35,2026-08,Pas de description
Rust,gpui-component,Autre,,,,,45,2026-08,Pas de description
Rust,codex,Autre,,,,,299,2026-08,Pas de description
Rust,SpacetimeDB,Autre,,,,,33,2026-08,Pas de description
Rust,polkadot-sdk,Autre,,,,,0,2026-08,Pas de description
Rust,satteri,Autre,non,non,oui,Découvrir,22,2026-08,Pas de description
Rust,turso,Autre,,,,,30,2026-08,Pas de description
Rust,git-ai,Autre,,,,,4,2026-08,Pas de description
Rust,nono,Autre,non,non,oui,Découvrir,44,2026-08,Pas de description
Rust,ripgrep,Autre,,,,,55,2026-08,Pas de description
Rust,agentgateway,Autre,non,non,oui,Découvrir,34,2026-08,Pas de description
Rust,mxc,Autre,non,non,oui,Découvrir,3,2026-08,Pas de description
Rust,dbx,Autre,non,non,oui,Découvrir,264,2026-08,Pas de description
Rust,cocoindex,Autre,non,non,oui,Découvrir,8,2026-08,Pas de description
Rust,cli,Autre,,,,,29,2026-08,Pas de description
Rust,candle,Autre,non,non,oui,Découvrir,10,2026-08,Pas de description
