Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,MoneyPrinterTurbo,NLP,non,non,oui,Découvrir,2099,2025-10,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.
Python,fastapi,Web,non,non,oui,Découvrir,72,2025-10,"FastAPI framework, high performance, easy to learn, fast to code, ready for production"
Python,openpilot,Autre,non,non,oui,Découvrir,663,2025-10,"openpilot is an operating system for robotics. Currently, it upgrades the driver assistance system on 300+ supported cars."
Python,claude-agent-sdk-python,Autre,non,non,oui,Découvrir,178,2025-10,Pas de description
Python,devops-exercises,Autre,non,non,oui,Découvrir,56,2025-10,"Linux, Jenkins, AWS, SRE, Prometheus, Docker, Python, Ansible, Git, Kubernetes, Terraform, OpenStack, SQL, NoSQL, Azure, GCP, DNS, Elastic, Network, Virtualization. DevOps Interview Questions"
Python,awesome-llm-apps,NLP,non,non,oui,Découvrir,138,2025-10,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models."
Python,PDFMathTranslate,ML,non,non,oui,Découvrir,131,2025-10,PDF scientific paper translation with preserved formats - 基于 AI 完整保留排版的 PDF 文档全文双语翻译，支持 Google/DeepL/Ollama/OpenAI 等服务，提供 CLI/GUI/MCP/Docker/Zotero
Python,pdfplumber,NLP,non,non,oui,Découvrir,243,2025-10,"Plumb a PDF for detailed information about each char, rectangle, line, et cetera — and easily extract text and tables."
Python,IMSI-catcher,Autre,non,non,oui,Découvrir,17,2025-10,This program show you IMSI numbers of cellphones around you.
Python,MinerU,NLP,non,non,oui,Découvrir,132,2025-10,Transforms complex documents like PDFs into LLM-ready markdown/JSON for your Agentic workflows.
Python,HelloGitHub,API,non,non,oui,Découvrir,107,2025-10,"分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub."
Python,qlib,ML,,,,,53,2025-10,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process."
Python,erpnext,Autre,non,non,oui,Découvrir,224,2025-10,Free and Open Source Enterprise Resource Planning (ERP)
Python,onyx,NLP,non,non,oui,Découvrir,198,2025-10,Open Source AI Platform - AI Chat with advanced features that works with every LLM
Python,disposable-email-domains,ML,non,non,oui,Découvrir,5,2025-10,a list of disposable email domains
Python,BEHAVIOR-1K,ML,non,non,oui,Découvrir,8,2025-10,BEHAVIOR-1K: a platform for accelerating Embodied AI research. Join our Discord for support: https://discord.gg/bccR5vGFEx
JavaScript,anime,Web,non,non,oui,Découvrir,157,2025-10,JavaScript animation engine
JavaScript,ToolJet,ML,non,non,oui,Découvrir,19,2025-10,"ToolJet is the open-source foundation of ToolJet AI - the AI-native platform for building internal tools, dashboard, business applications, workflows and AI agents 🚀"
JavaScript,remote-jobs,Autre,,,,,28,2025-10,A list of semi to fully remote-friendly companies (jobs) in tech.
JavaScript,three-mesh-bvh,ML,non,non,oui,Découvrir,12,2025-10,A BVH implementation to speed up raycasting and enable spatial queries against three.js meshes.
JavaScript,nuclei-templates,Autre,,,,,5,2025-10,Community curated list of templates for the nuclei engine to find security vulnerabilities.
JavaScript,awesome-copilot,Autre,non,non,oui,Découvrir,91,2025-10,"Community-contributed instructions, prompts, and configurations to help you make the most of GitHub Copilot."
JavaScript,public-apis,API,non,non,oui,Découvrir,26,2025-10,A collaborative list of public APIs for developers
JavaScript,reactjs-interview-questions,Autre,non,non,oui,Découvrir,14,2025-10,List of top 500 ReactJS Interview Questions & Answers....Coding exercise questions are coming soon!!
JavaScript,Sigma-Web-Dev-Course,Web,,,,,15,2025-10,Source Code for Sigma Web Development Course
