Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,TradingAgents,Autre,,,,,2023,2026-05,Pas de description
Python,public-apis,Autre,,,,,322,2026-05,Pas de description
Python,maigret,Autre,,,,,730,2026-05,Pas de description
Python,GhostTrack,Autre,non,non,oui,Découvrir,841,2026-05,Pas de description
Python,free-programming-books,Autre,non,non,oui,Découvrir,442,2026-05,Pas de description
Python,CorridorKey,Autre,non,non,oui,Découvrir,358,2026-05,Pas de description
Python,langextract,Autre,non,non,oui,Découvrir,86,2026-05,Pas de description
Python,VibeVoice,Autre,,,,,561,2026-05,Pas de description
Python,awesome-codex-skills,Autre,non,non,oui,Découvrir,567,2026-05,Pas de description
Python,TradingAgents-CN,Autre,non,non,oui,Découvrir,79,2026-05,Pas de description
JavaScript,skills,Autre,,,,,69,2026-05,Pas de description
JavaScript,ace-step-ui,Autre,non,non,oui,Découvrir,106,2026-05,Pas de description
JavaScript,free-coding-models,Autre,non,non,oui,Découvrir,50,2026-05,Pas de description
JavaScript,impeccable,Autre,non,non,oui,Découvrir,431,2026-05,Pas de description
JavaScript,escrcpy,Autre,,,,,157,2026-05,Pas de description
JavaScript,CyberChef,Autre,non,non,oui,Découvrir,9,2026-05,Pas de description
JavaScript,atlassian-mcp-server,Autre,,,,,5,2026-05,Pas de description
JavaScript,whatsapp-web.js,Autre,,,,,17,2026-05,Pas de description
JavaScript,9router,Autre,non,non,oui,Découvrir,46,2026-05,Pas de description
JavaScript,anything-llm,Autre,,,,,64,2026-05,Pas de description
JavaScript,agent-skills,Autre,,,,,16,2026-05,Pas de description
JavaScript,openusage,Autre,non,non,oui,Découvrir,72,2026-05,Pas de description
JavaScript,firecrawl-mcp-server,Autre,non,non,oui,Découvrir,17,2026-05,Pas de description
JavaScript,plugins,Autre,non,non,oui,Découvrir,11,2026-05,Pas de description
JavaScript,public-apis,Autre,,,,,19,2026-05,Pas de description
JavaScript,InvisiProxy,Autre,non,non,oui,Découvrir,4,2026-05,Pas de description
JavaScript,nuclei-templates,Autre,,,,,11,2026-05,Pas de description
JavaScript,node,Autre,,,,,24,2026-05,Pas de description
Rust,warp,Autre,non,non,oui,Découvrir,8399,2026-05,Pas de description
Rust,jcode,Autre,non,non,oui,Découvrir,675,2026-05,Pas de description
Rust,datafusion,Autre,non,non,oui,Découvrir,18,2026-05,Pas de description
Rust,zed,Autre,,,,,710,2026-05,Pas de description
Rust,cc-switch,Autre,,,,,957,2026-05,Pas de description
Rust,rustfs,Autre,,,,,77,2026-05,Pas de description
Rust,edit,Autre,,,,,142,2026-05,Pas de description
Rust,iii,Autre,non,non,oui,Découvrir,45,2026-05,Pas de description
Rust,agent-of-empires,Autre,non,non,oui,Découvrir,45,2026-05,Pas de description
Rust,slint,Autre,non,non,oui,Découvrir,33,2026-05,Pas de description
Rust,rustdesk,Autre,,,,,86,2026-05,Pas de description
Rust,codex,Autre,,,,,260,2026-05,Pas de description
Rust,oxc,Autre,,,,,17,2026-05,Pas de description
Rust,deno,Autre,,,,,12,2026-05,Pas de description
Rust,alacritty,Autre,non,non,oui,Découvrir,41,2026-05,Pas de description
Rust,fff,Autre,non,non,oui,Découvrir,63,2026-05,Pas de description
Rust,wezterm,Autre,,,,,42,2026-05,Pas de description
Go,ds2api,Autre,,,,,294,2026-05,Pas de description
Go,trivy,Autre,,,,,23,2026-05,Pas de description
Go,new-api,Autre,non,non,oui,Découvrir,208,2026-05,Pas de description
Go,ladder,Autre,non,non,oui,Découvrir,151,2026-05,Pas de description
Go,WeKnora,Autre,,,,,31,2026-05,Pas de description
Go,traefik,Autre,,,,,18,2026-05,Pas de description
Go,seaweedfs,Autre,,,,,42,2026-05,Pas de description
Go,engram,Autre,non,non,oui,Découvrir,37,2026-05,Pas de description
Go,waveterm,Autre,,,,,43,2026-05,Pas de description
Go,agentfield,Autre,non,non,oui,Découvrir,25,2026-05,Pas de description
Go,meshery,Autre,,,,,3,2026-05,Pas de description
Go,consul,Autre,,,,,4,2026-05,Pas de description
Go,caddy,Autre,non,non,oui,Découvrir,35,2026-05,Pas de description
Go,nuclei,Autre,,,,,18,2026-05,Pas de description
Go,argo-cd,Autre,non,non,oui,Découvrir,15,2026-05,Pas de description
Go,containerd,Autre,,,,,5,2026-05,Pas de description
Go,terraform-mcp-server,Autre,non,non,oui,Découvrir,1,2026-05,Pas de description
Go,actions-runner-controller,Autre,non,non,oui,Découvrir,5,2026-05,Pas de description
Go,excelize,Autre,non,non,oui,Découvrir,3,2026-05,Pas de description
TypeScript,craft-agents-oss,Autre,non,non,oui,Découvrir,319,2026-05,Pas de description
TypeScript,nuxt,Autre,,,,,13,2026-05,Pas de description
TypeScript,AionUi,Autre,,,,,221,2026-05,Pas de description
TypeScript,opencode,Autre,,,,,652,2026-05,Pas de description
TypeScript,note-gen,Autre,,,,,251,2026-05,Pas de description
TypeScript,drawnix,Autre,,,,,63,2026-05,Pas de description
TypeScript,next-ai-draw-io,Autre,non,non,oui,Découvrir,123,2026-05,Pas de description
TypeScript,MonkeyCode,Autre,non,non,oui,Découvrir,24,2026-05,Pas de description
Java,seatunnel,Autre,,,,,4,2026-05,Pas de description
Java,nifi,Autre,non,non,oui,Découvrir,3,2026-05,Pas de description
Java,agentscope-java,Autre,,,,,9,2026-05,Pas de description
Java,traccar,Autre,,,,,16,2026-05,Pas de description
Java,yudao-cloud,Autre,non,non,oui,Découvrir,4,2026-05,Pas de description
Java,flowable-engine,Autre,,,,,2,2026-05,Pas de description
Java,checkstyle,Autre,,,,,2,2026-05,Pas de description
Java,kestra,Autre,,,,,8,2026-05,Pas de description
Java,openapi-generator,Autre,,,,,10,2026-05,Pas de description
Java,aeron,Autre,,,,,1,2026-05,Pas de description
Java,spring-framework,Autre,,,,,4,2026-05,Pas de description
Java,Telegram-X,Autre,non,non,oui,Découvrir,2,2026-05,Pas de description
Java,starrocks,Autre,,,,,2,2026-05,Pas de description
Java,conductor,Autre,,,,,12,2026-05,Pas de description
Java,elasticsearch,Autre,non,non,oui,Découvrir,2,2026-05,Pas de description
Java,trino,Autre,,,,,3,2026-05,Pas de description
Java,camel,Autre,,,,,2,2026-05,Pas de description
Java,camunda,Autre,non,non,oui,Découvrir,3,2026-05,Pas de description
Java,DependencyCheck,Autre,non,non,oui,Découvrir,3,2026-05,Pas de description
Java,astron-agent,Autre,non,non,oui,Découvrir,11,2026-05,Pas de description
Java,DSA-Bootcamp-Java,Autre,,,,,3,2026-05,Pas de description
