Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,strix,Autre,,,,,515,2026-07,Pas de description
Python,video-use,Autre,non,non,oui,Découvrir,721,2026-07,Pas de description
Python,ai-berkshire,Autre,non,non,oui,Découvrir,969,2026-07,Pas de description
Python,cupp,Autre,non,non,oui,Découvrir,32,2026-07,Pas de description
Python,agents-cli,Autre,non,non,oui,Découvrir,445,2026-07,Pas de description
Python,supervision,Autre,,,,,309,2026-07,Pas de description
Python,Vibe-Trading,Autre,non,non,oui,Découvrir,721,2026-07,Pas de description
Python,lingbot-map,Autre,non,non,oui,Découvrir,189,2026-07,Pas de description
Python,hiring-agent,Autre,non,non,oui,Découvrir,312,2026-07,Pas de description
Python,claude-bug-bounty,Autre,non,non,oui,Découvrir,57,2026-07,Pas de description
Python,Scrapling,Autre,,,,,280,2026-07,Pas de description
Python,cupy,Autre,non,non,oui,Découvrir,224,2026-07,Pas de description
Python,black,Autre,,,,,22,2026-07,Pas de description
Python,Agent-Reach,Autre,non,non,oui,Découvrir,1339,2026-07,Pas de description
JavaScript,career-ops,Autre,non,non,oui,Découvrir,216,2026-07,Pas de description
JavaScript,pro-workflow,Autre,non,non,oui,Découvrir,43,2026-07,Pas de description
JavaScript,drawdb,Autre,,,,,126,2026-07,Pas de description
JavaScript,skills,Autre,,,,,9,2026-07,Pas de description
JavaScript,9router,Autre,,,,,161,2026-07,Pas de description
JavaScript,chinese-poetry,Autre,non,non,oui,Découvrir,23,2026-07,Pas de description
JavaScript,TradingView-API,Autre,non,non,oui,Découvrir,27,2026-07,Pas de description
JavaScript,transformer-explainer,Autre,,,,,72,2026-07,Pas de description
JavaScript,archify,Autre,non,non,oui,Découvrir,67,2026-07,Pas de description
JavaScript,text-to-cad,Autre,non,non,oui,Découvrir,90,2026-07,Pas de description
JavaScript,follow-builders,Autre,non,non,oui,Découvrir,30,2026-07,Pas de description
JavaScript,easy-vibe,Autre,,,,,100,2026-07,Pas de description
JavaScript,fleetbase,Autre,non,non,oui,Découvrir,14,2026-07,Pas de description
Rust,herdr,Autre,,,,,486,2026-07,Pas de description
Rust,check-if-email-exists,Autre,non,non,oui,Découvrir,37,2026-07,Pas de description
Rust,chunkr,Autre,non,non,oui,Découvrir,117,2026-07,Pas de description
Rust,starship,Autre,,,,,26,2026-07,Pas de description
Rust,jcode,Autre,,,,,122,2026-07,Pas de description
Rust,llmfit,Autre,,,,,74,2026-07,Pas de description
Rust,wezterm,Autre,,,,,59,2026-07,Pas de description
Rust,rerun,Autre,,,,,11,2026-07,Pas de description
Rust,openhuman,Autre,non,non,oui,Découvrir,140,2026-07,Pas de description
Rust,microsandbox,Autre,non,non,oui,Découvrir,20,2026-07,Pas de description
Rust,surrealdb,Autre,,,,,26,2026-07,Pas de description
Rust,openinterpreter,Autre,non,non,oui,Découvrir,32,2026-07,Pas de description
Rust,rustfs,Autre,,,,,31,2026-07,Pas de description
Rust,quiche,Autre,,,,,6,2026-07,Pas de description
Rust,qdrant,Autre,,,,,50,2026-07,Pas de description
Rust,headroom-desktop,Autre,non,non,oui,Découvrir,30,2026-07,Pas de description
Go,chinese-poetry-api,Autre,non,non,oui,Découvrir,82,2026-07,Pas de description
Go,navidrome,Autre,non,non,oui,Découvrir,21,2026-07,Pas de description
Go,containerd,Autre,,,,,11,2026-07,Pas de description
Go,hetty,Autre,non,non,oui,Découvrir,30,2026-07,Pas de description
Go,beads,Autre,non,non,oui,Découvrir,40,2026-07,Pas de description
Go,traefik,Autre,,,,,16,2026-07,Pas de description
Go,canopy,Autre,non,non,oui,Découvrir,307,2026-07,Pas de description
Go,sing-box,Autre,,,,,41,2026-07,Pas de description
Go,agent-orchestrator,Autre,non,non,oui,Découvrir,35,2026-07,Pas de description
Go,Xray-core,Autre,,,,,25,2026-07,Pas de description
Go,testify,Autre,non,non,oui,Découvrir,4,2026-07,Pas de description
Go,chi,Autre,,,,,10,2026-07,Pas de description
Go,treehouse,Autre,non,non,oui,Découvrir,47,2026-07,Pas de description
