Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,computer-use-preview,Autre,non,non,oui,Découvrir,59,2026-01,Pas de description
Python,pg-aiguide,API,non,non,oui,Découvrir,314,2026-01,MCP server and Claude plugin for Postgres skills and documentation. Helps AI coding tools generate better PostgreSQL code.
Python,TrendRadar,ML,,,,,141,2026-01,🎯 告别信息过载，AI 助你看懂新闻资讯热点，支持 RSS 订阅，简单的舆情监控分析 - 多平台热点聚合+基于 MCP 的AI分析工具。监控35个平台（抖音、知乎、B站、华尔街见闻、财联社等），智能筛选+自动推送+AI对话分析（用自然语言深度挖掘新闻：趋势追踪、情感分析、相似检索等20种工具）。支持企业微信/个人微信/飞书/钉钉/Telegram/邮件/ntfy/bark/slack 推送，30秒快速部署，1分钟手机通知，无需编程。支持Docker部署，支持数据远程云存储⭐ 让算法为你服务，用AI理解热点
Python,chatterbox,Autre,non,non,oui,Découvrir,436,2026-01,SoTA open-source TTS
Python,metube,Web,non,non,oui,Découvrir,252,2026-01,Self-hosted YouTube downloader (web UI for youtube-dl / yt-dlp)
Python,Deep-Live-Cam,Autre,,,,,80,2026-01,real time face swap and one-click video deepfake with only a single image
Python,pathway,Web,non,non,oui,Découvrir,798,2026-01,"Python ETL framework for stream processing, real-time analytics, LLM pipelines, and RAG."
Python,SongGeneration,Autre,non,non,oui,Découvrir,87,2026-01,The official code repository for LeVo: High-Quality Song Generation with Multi-Preference Alignment
Python,olmocr,NLP,,,,,30,2026-01,Toolkit for linearizing PDFs for LLM datasets/training
Python,scipy,ML,non,non,oui,Découvrir,3,2026-01,SciPy library main repository
Python,skills,Autre,non,non,oui,Découvrir,842,2026-01,Public repository for Agent Skills
Python,awesome-math,Autre,non,non,oui,Découvrir,14,2026-01,A curated list of awesome mathematics resources
Python,docetl,NLP,non,non,oui,Découvrir,15,2026-01,A system for agentic LLM-powered data processing and ETL
Python,WhisperJAV,Autre,non,non,oui,Découvrir,116,2026-01,Pas de description
Python,checkov,ML,non,non,oui,Découvrir,6,2026-01,"Prevent cloud misconfigurations and find vulnerabilities during build-time in infrastructure as code, container images and open source packages with Checkov by Bridgecrew."
JavaScript,cs249r_book,ML,non,non,oui,Découvrir,1145,2026-01,Introduction to Machine Learning Systems
JavaScript,web,Web,non,non,oui,Découvrir,1,2026-01,Odoo web client UI related addons
JavaScript,hermes,Web,non,non,oui,Découvrir,6,2026-01,A JavaScript engine optimized for running React Native.
