Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,wifi-densepose,Autre,non,non,oui,Découvrir,2152,2026-03,Pas de description
Python,awesome-llm-apps,Autre,,,,,635,2026-03,Pas de description
Python,hermes-agent,Autre,non,non,oui,Découvrir,182,2026-03,Pas de description
Python,datagouv-mcp,Autre,non,non,oui,Découvrir,115,2026-03,Pas de description
Python,MobileAgent,Autre,non,non,oui,Découvrir,45,2026-03,Pas de description
Python,OpenSandbox,Autre,non,non,oui,Découvrir,349,2026-03,Pas de description
Python,skills,Autre,,,,,1076,2026-03,Pas de description
Python,PageIndex,Autre,non,non,oui,Découvrir,426,2026-03,Pas de description
Python,agentic-design-patterns-cn,Autre,non,non,oui,Découvrir,33,2026-03,Pas de description
Python,hello-agents,Autre,non,non,oui,Découvrir,603,2026-03,Pas de description
Python,wifite2,Autre,non,non,oui,Découvrir,9,2026-03,Pas de description
Python,FunASR,Autre,non,non,oui,Découvrir,11,2026-03,Pas de description
Python,awesome-claude-skills,Autre,non,non,oui,Découvrir,306,2026-03,Pas de description
Python,HelloGitHub,Autre,,,,,138,2026-03,Pas de description
Python,rsl_rl,Autre,non,non,oui,Découvrir,3,2026-03,Pas de description
Python,Agent-Skills-for-Context-Engineering,Autre,non,non,oui,Découvrir,470,2026-03,Pas de description
JavaScript,claude-relay-service,Autre,,,,,171,2026-03,Pas de description
JavaScript,ai-guide,Autre,non,non,oui,Découvrir,191,2026-03,Pas de description
JavaScript,puter,Autre,,,,,31,2026-03,Pas de description
JavaScript,firefox,Autre,non,non,oui,Découvrir,12,2026-03,Pas de description
JavaScript,skills,Autre,,,,,17,2026-03,Pas de description
JavaScript,parse-server,Autre,non,non,oui,Découvrir,3,2026-03,Pas de description
JavaScript,xiaozhi-esp32-server,Autre,non,non,oui,Découvrir,16,2026-03,Pas de description
JavaScript,SingleFile,Autre,non,non,oui,Découvrir,21,2026-03,Pas de description
JavaScript,drawdb,Autre,,,,,16,2026-03,Pas de description
JavaScript,sublink-worker,Autre,non,non,oui,Découvrir,12,2026-03,Pas de description
JavaScript,agent-skills,Autre,non,non,oui,Découvrir,143,2026-03,Pas de description
JavaScript,atlassian-mcp-server,Autre,,,,,1,2026-03,Pas de description
JavaScript,easy-vibe,Autre,non,non,oui,Découvrir,22,2026-03,Pas de description
Rust,SpacetimeDB,Autre,non,non,oui,Découvrir,311,2026-03,Pas de description
Rust,goose,Autre,,,,,113,2026-03,Pas de description
Rust,rustfs,Autre,,,,,84,2026-03,Pas de description
Rust,ruvector,Autre,non,non,oui,Découvrir,247,2026-03,Pas de description
Rust,Antigravity-Manager,Autre,,,,,178,2026-03,Pas de description
Rust,cc-switch,Autre,,,,,501,2026-03,Pas de description
Rust,risingwave,Autre,,,,,7,2026-03,Pas de description
Rust,quiche,Autre,,,,,10,2026-03,Pas de description
Rust,codex,Autre,,,,,154,2026-03,Pas de description
Rust,gpui-component,Autre,,,,,48,2026-03,Pas de description
Rust,sccache,Autre,non,non,oui,Découvrir,9,2026-03,Pas de description
Rust,zed,Autre,,,,,59,2026-03,Pas de description
Rust,gitbutler,Autre,non,non,oui,Découvrir,19,2026-03,Pas de description
Rust,EasyTier,Autre,,,,,15,2026-03,Pas de description
Rust,lance,Autre,,,,,12,2026-03,Pas de description
Rust,rolldown,Autre,non,non,oui,Découvrir,4,2026-03,Pas de description
Rust,kiro.rs,Autre,non,non,oui,Découvrir,7,2026-03,Pas de description
Rust,axum,Autre,non,non,oui,Découvrir,17,2026-03,Pas de description
Go,sub2api,Autre,non,non,oui,Découvrir,98,2026-03,Pas de description
Go,ollama,Autre,,,,,119,2026-03,Pas de description
Go,cobra,Autre,,,,,13,2026-03,Pas de description
Go,nofx,Autre,,,,,47,2026-03,Pas de description
Go,glow,Autre,non,non,oui,Découvrir,49,2026-03,Pas de description
Go,trufflehog,Autre,non,non,oui,Découvrir,28,2026-03,Pas de description
