Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,claude-howto,Autre,non,non,oui,Découvrir,2390,2026-04,Pas de description
Python,VibeVoice,Autre,non,non,oui,Découvrir,3863,2026-04,Pas de description
Python,hermes-agent,Autre,,,,,1907,2026-04,Pas de description
Python,agent-lightning,Autre,,,,,130,2026-04,Pas de description
Python,PaddleOCR,Autre,,,,,439,2026-04,Pas de description
Python,sherlock,Autre,non,non,oui,Découvrir,865,2026-04,Pas de description
Python,ChatDev,Autre,non,non,oui,Découvrir,84,2026-04,Pas de description
Python,hackingtool,Autre,non,non,oui,Découvrir,309,2026-04,Pas de description
Python,timesfm,Autre,non,non,oui,Découvrir,495,2026-04,Pas de description
Python,OpenBB,Autre,non,non,oui,Découvrir,506,2026-04,Pas de description
Python,cai,Autre,non,non,oui,Découvrir,30,2026-04,Pas de description
Python,khoj,Autre,non,non,oui,Découvrir,43,2026-04,Pas de description
Python,Deep-Live-Cam,Autre,,,,,849,2026-04,Pas de description
Python,Matrix-Game,Autre,non,non,oui,Découvrir,9,2026-04,Pas de description
Python,IMSI-catcher,Autre,,,,,29,2026-04,Pas de description
Python,awesome-claude-skills,Autre,,,,,374,2026-04,Pas de description
JavaScript,everything-claude-code,Autre,non,non,oui,Découvrir,6377,2026-04,Pas de description
JavaScript,anything-llm,Autre,non,non,oui,Découvrir,99,2026-04,Pas de description
JavaScript,SillyTavern,Autre,non,non,oui,Découvrir,54,2026-04,Pas de description
JavaScript,claude-code-showcase,Autre,non,non,oui,Découvrir,37,2026-04,Pas de description
JavaScript,Ghost,Autre,non,non,oui,Découvrir,43,2026-04,Pas de description
JavaScript,transformers.js,Autre,,,,,35,2026-04,Pas de description
JavaScript,claude-relay-service,Autre,,,,,65,2026-04,Pas de description
JavaScript,Sigma-Web-Dev-Course,Autre,,,,,7,2026-04,Pas de description
JavaScript,GSAP,Autre,non,non,oui,Découvrir,27,2026-04,Pas de description
JavaScript,Dispatcharr,Autre,non,non,oui,Découvrir,9,2026-04,Pas de description
JavaScript,Iosevka,Autre,non,non,oui,Découvrir,22,2026-04,Pas de description
JavaScript,ToolJet,Autre,,,,,15,2026-04,Pas de description
JavaScript,freemail,Autre,non,non,oui,Découvrir,26,2026-04,Pas de description
JavaScript,one-api,Autre,,,,,48,2026-04,Pas de description
Rust,screenpipe,Autre,non,non,oui,Découvrir,172,2026-04,Pas de description
Rust,cc-switch,Autre,,,,,668,2026-04,Pas de description
Rust,zellij,Autre,non,non,oui,Découvrir,76,2026-04,Pas de description
Rust,koharu,Autre,non,non,oui,Découvrir,347,2026-04,Pas de description
Rust,rustdesk,Autre,,,,,67,2026-04,Pas de description
Rust,open-tv,Autre,non,non,oui,Découvrir,39,2026-04,Pas de description
Rust,Codex-Manager,Autre,non,non,oui,Découvrir,43,2026-04,Pas de description
Rust,dynamo,Autre,,,,,13,2026-04,Pas de description
Rust,lance,Autre,,,,,8,2026-04,Pas de description
Rust,polars,Autre,non,non,oui,Découvrir,12,2026-04,Pas de description
Rust,tabby,Autre,,,,,15,2026-04,Pas de description
Rust,kata-containers,Autre,,,,,3,2026-04,Pas de description
