Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,wifi-densepose,Autre,,,oui,,2152,2026-03,Pas de description
Python,awesome-llm-apps,Autre,,,oui,,635,2026-03,Pas de description
Python,hermes-agent,Autre,,,oui,,182,2026-03,Pas de description
Python,datagouv-mcp,Autre,,,oui,,115,2026-03,Pas de description
Python,MobileAgent,Autre,,,oui,,45,2026-03,Pas de description
Python,OpenSandbox,Autre,,,oui,,349,2026-03,Pas de description
Python,skills,Autre,,,oui,,1076,2026-03,Pas de description
Python,PageIndex,Autre,,,oui,,426,2026-03,Pas de description
Python,agentic-design-patterns-cn,Autre,,,oui,,33,2026-03,Pas de description
Python,hello-agents,Autre,,,oui,,603,2026-03,Pas de description
Python,wifite2,Autre,,,oui,,9,2026-03,Pas de description
Python,FunASR,Autre,,,oui,,11,2026-03,Pas de description
Python,awesome-claude-skills,Autre,,,oui,,306,2026-03,Pas de description
Python,HelloGitHub,Autre,,,oui,,138,2026-03,Pas de description
Python,rsl_rl,Autre,,,oui,,3,2026-03,Pas de description
Python,Agent-Skills-for-Context-Engineering,Autre,,,oui,,470,2026-03,Pas de description
Jupyter,prompt-eng-interactive-tutorial,Autre,,,oui,,93,2026-03,Pas de description
Jupyter,handson-ml3,Autre,,,oui,,5,2026-03,Pas de description
Jupyter,agents-towards-production,Autre,,,oui,,66,2026-03,Pas de description
Jupyter,poly_data,Autre,,,oui,,13,2026-03,Pas de description
Jupyter,claude-cookbooks,Autre,,,oui,,143,2026-03,Pas de description
Jupyter,finvizfinance,Autre,,,oui,,5,2026-03,Pas de description
Jupyter,Qwen3-VL,Autre,,,oui,,30,2026-03,Pas de description
Jupyter,recipes,Autre,,,oui,,2,2026-03,Pas de description
Jupyter,llm-universe,Autre,,,oui,,14,2026-03,Pas de description
Jupyter,lama,Autre,,,oui,,1,2026-03,Pas de description
Jupyter,audiocraft,Autre,,,oui,,4,2026-03,Pas de description
Jupyter,dinov3,Autre,,,oui,,5,2026-03,Pas de description
Jupyter,segment-anything,Autre,,,oui,,8,2026-03,Pas de description
Jupyter,sam2,Autre,,,oui,,4,2026-03,Pas de description
Jupyter,mcp-for-beginners,Autre,,,oui,,6,2026-03,Pas de description
Jupyter,openai-cookbook,Autre,,,oui,,19,2026-03,Pas de description
Jupyter,happy-llm,Autre,,,oui,,49,2026-03,Pas de description
