Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,academic-research-skills,Autre,non,non,oui,Découvrir,161,2026-09,Pas de description
Python,minimind,Autre,non,non,oui,Découvrir,495,2026-09,Pas de description
Python,VoiceStudio,Autre,non,non,oui,Découvrir,509,2026-09,Pas de description
Python,manim,Autre,non,non,oui,Découvrir,74,2026-09,Pas de description
Python,video-use,Autre,,,,,591,2026-09,Pas de description
Python,scientific-agent-skills,Autre,non,non,oui,Découvrir,1980,2026-09,Pas de description
Python,patent-disclosure-skill,Autre,non,non,oui,Découvrir,571,2026-09,Pas de description
Python,crawl4ai,Autre,non,non,oui,Découvrir,516,2026-09,Pas de description
Python,Soup,Autre,non,non,oui,Découvrir,326,2026-09,Pas de description
Python,ODS,Autre,non,non,oui,Découvrir,77,2026-09,Pas de description
Python,claude-code,Autre,,,,,126,2026-09,Pas de description
Python,robin,Autre,,,,,127,2026-09,Pas de description
Python,DeepTutor,Autre,non,non,oui,Découvrir,202,2026-09,Pas de description
Python,code-graph-rag,Autre,non,non,oui,Découvrir,24,2026-09,Pas de description
Python,mjlab,Autre,non,non,oui,Découvrir,21,2026-09,Pas de description
Python,Scrapling,Autre,,,,,234,2026-09,Pas de description
Python,SkillSpector,Autre,non,non,oui,Découvrir,129,2026-09,Pas de description
Python,PageIndex,Autre,,,,,31,2026-09,Pas de description
Python,club-3090,Autre,non,non,oui,Découvrir,9,2026-09,Pas de description
JavaScript,ECC,Autre,,,,,512,2026-09,Pas de description
JavaScript,archify,Autre,,,,,3991,2026-09,Pas de description
JavaScript,delegate-skills,Autre,non,non,oui,Découvrir,43,2026-09,Pas de description
JavaScript,awesome-zhuiju-free,Autre,non,non,oui,Découvrir,920,2026-09,Pas de description
JavaScript,openwhispr,Autre,non,non,oui,Découvrir,43,2026-09,Pas de description
JavaScript,axios,Autre,,,,,7,2026-09,Pas de description
JavaScript,agent-skills,Autre,,,,,207,2026-09,Pas de description
JavaScript,Telegram-Media-Downloader,Autre,non,non,oui,Découvrir,88,2026-09,Pas de description
JavaScript,MoGe,Autre,non,non,oui,Découvrir,29,2026-09,Pas de description
JavaScript,plugins,Autre,,,,,20,2026-09,Pas de description
JavaScript,taste-skill,Autre,non,non,oui,Découvrir,385,2026-09,Pas de description
JavaScript,xiaozhi-esp32-server,Autre,,,,,14,2026-09,Pas de description
JavaScript,OpenCLI,Autre,non,non,oui,Découvrir,52,2026-09,Pas de description
JavaScript,youtube-automation-agent,Autre,non,non,oui,Découvrir,73,2026-09,Pas de description
JavaScript,9router,Autre,,,,,72,2026-09,Pas de description
JavaScript,marketingskills,Autre,,,,,154,2026-09,Pas de description
JavaScript,web-access,Autre,non,non,oui,Découvrir,24,2026-09,Pas de description
JavaScript,bentopdf,Autre,non,non,oui,Découvrir,56,2026-09,Pas de description
JavaScript,XHS-Downloader,Autre,non,non,oui,Découvrir,16,2026-09,Pas de description
Rust,pdf-inspector,Autre,non,non,oui,Découvrir,228,2026-09,Pas de description
Rust,rtk,Autre,non,non,oui,Découvrir,155,2026-09,Pas de description
Rust,firecracker,Autre,,,,,28,2026-09,Pas de description
Rust,iggy,Autre,non,non,oui,Découvrir,85,2026-09,Pas de description
Rust,rig,Autre,,,,,13,2026-09,Pas de description
Rust,meetily,Autre,non,non,oui,Découvrir,44,2026-09,Pas de description
Rust,workmux,Autre,non,non,oui,Découvrir,37,2026-09,Pas de description
Rust,servo,Autre,,,,,37,2026-09,Pas de description
Rust,OpenShell,Autre,non,non,oui,Découvrir,25,2026-09,Pas de description
Rust,cc-switch,Autre,,,,,189,2026-09,Pas de description
Rust,openresearch-cli,Autre,non,non,oui,Découvrir,63,2026-09,Pas de description
Rust,stalwart,Autre,,,,,27,2026-09,Pas de description
Rust,dbt-core,Autre,non,non,oui,Découvrir,17,2026-09,Pas de description
Rust,fff,Autre,,,,,70,2026-09,Pas de description
Rust,rustdesk,Autre,,,,,97,2026-09,Pas de description
Go,sing-box,Autre,,,,,59,2026-09,Pas de description
Go,CubeSandbox,Autre,non,non,oui,Découvrir,113,2026-09,Pas de description
Go,substrate,Autre,non,non,oui,Découvrir,14,2026-09,Pas de description
Go,WeKnora,Autre,,,,,67,2026-09,Pas de description
Go,anubis,Autre,non,non,oui,Découvrir,107,2026-09,Pas de description
Go,CPA-Manager-Plus,Autre,non,non,oui,Découvrir,28,2026-09,Pas de description
Go,semaphore,Autre,non,non,oui,Découvrir,7,2026-09,Pas de description
Go,ipatool,Autre,non,non,oui,Découvrir,373,2026-09,Pas de description
Go,lego,Autre,,,,,3,2026-09,Pas de description
Go,lazygit,Autre,non,non,oui,Découvrir,50,2026-09,Pas de description
Go,Fabric,Autre,,,,,94,2026-09,Pas de description
Go,v2,Autre,non,non,oui,Découvrir,4,2026-09,Pas de description
Go,beads,Autre,,,,,29,2026-09,Pas de description
Go,google-maps-scraper,Autre,non,non,oui,Découvrir,10,2026-09,Pas de description
Go,CyberStrikeAI,Autre,,,,,106,2026-09,Pas de description
Go,headscale,Autre,non,non,oui,Découvrir,43,2026-09,Pas de description
Go,go,Autre,non,non,oui,Découvrir,249,2026-09,Pas de description
Go,memos,Autre,,,,,44,2026-09,Pas de description
Go,kubernetes,Autre,,,,,314,2026-09,Pas de description
Go,no-mistakes,Autre,non,non,oui,Découvrir,236,2026-09,Pas de description
TypeScript,openclaude,Autre,non,non,oui,Découvrir,37,2026-09,Pas de description
TypeScript,OpenMAIC,Autre,non,non,oui,Découvrir,2824,2026-09,Pas de description
TypeScript,open-seo,Autre,non,non,oui,Découvrir,610,2026-09,Pas de description
TypeScript,open-knowledge,Autre,non,non,oui,Découvrir,46,2026-09,Pas de description
TypeScript,zod,Autre,non,non,oui,Découvrir,135,2026-09,Pas de description
TypeScript,openclaw,Autre,,,,,323,2026-09,Pas de description
TypeScript,openship,Autre,non,non,oui,Découvrir,111,2026-09,Pas de description
TypeScript,OpenWA,Autre,non,non,oui,Découvrir,72,2026-09,Pas de description
TypeScript,Mindwtr,Autre,non,non,oui,Découvrir,32,2026-09,Pas de description
TypeScript,wigolo,Autre,non,non,oui,Découvrir,26,2026-09,Pas de description
TypeScript,orca,Autre,non,non,oui,Découvrir,896,2026-09,Pas de description
TypeScript,iptv,Autre,,,,,112,2026-09,Pas de description
TypeScript,claudian,Autre,non,non,oui,Découvrir,21,2026-09,Pas de description
TypeScript,dify,Autre,,,,,114,2026-09,Pas de description
TypeScript,dokploy,Autre,,,,,29,2026-09,Pas de description
