Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,strix,Autre,,,oui,,515,2026-07,Pas de description
Python,video-use,Autre,,,oui,,721,2026-07,Pas de description
Python,ai-berkshire,Autre,,,oui,,969,2026-07,Pas de description
Python,cupp,Autre,,,oui,,32,2026-07,Pas de description
Python,agents-cli,Autre,,,oui,,445,2026-07,Pas de description
Python,supervision,Autre,,,oui,,309,2026-07,Pas de description
Python,Vibe-Trading,Autre,,,oui,,721,2026-07,Pas de description
Python,lingbot-map,Autre,,,oui,,189,2026-07,Pas de description
Python,hiring-agent,Autre,,,oui,,312,2026-07,Pas de description
Python,claude-bug-bounty,Autre,,,oui,,57,2026-07,Pas de description
Python,Scrapling,Autre,,,oui,,280,2026-07,Pas de description
Python,cupy,Autre,,,oui,,224,2026-07,Pas de description
Python,black,Autre,,,oui,,22,2026-07,Pas de description
Python,Agent-Reach,Autre,,,oui,,1339,2026-07,Pas de description
Jupyter,AI-For-Beginners,Autre,,,oui,,252,2026-07,Pas de description
Jupyter,TorchCode,Autre,,,oui,,24,2026-07,Pas de description
Jupyter,claude-cookbooks,Autre,,,oui,,64,2026-07,Pas de description
Jupyter,zero-to-mastery-ml,Autre,,,oui,,38,2026-07,Pas de description
Jupyter,Qbot,Autre,,,oui,,38,2026-07,Pas de description
Jupyter,dive-into-llms,Autre,,,oui,,68,2026-07,Pas de description
Jupyter,whale-quant,Autre,,,oui,,6,2026-07,Pas de description
Jupyter,Nemotron,Autre,,,oui,,11,2026-07,Pas de description
Jupyter,micrograd,Autre,,,oui,,10,2026-07,Pas de description
Jupyter,AIInfra,Autre,,,oui,,7,2026-07,Pas de description
Jupyter,AISystem,Autre,,,oui,,9,2026-07,Pas de description
Jupyter,generative-ai-for-beginners,Autre,,,oui,,50,2026-07,Pas de description
Jupyter,sam2,Autre,,,oui,,9,2026-07,Pas de description
Jupyter,oracle-ai-developer-hub,Autre,,,oui,,9,2026-07,Pas de description
Jupyter,agents,Autre,,,oui,,11,2026-07,Pas de description
