Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,agent-lightning,ML,,,oui,,408,2025-11,The absolute trainer to light up AI agents.
Python,BettaFish,Autre,,,oui,,105,2025-11,微舆：人人可用的多Agent舆情分析助手，打破信息茧房，还原舆情原貌，预测未来走向，辅助决策！从0实现，不依赖任何框架。
Python,LLaMA-Factory,NLP,,,oui,,118,2025-11,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)
Python,adk-samples,Autre,,,oui,,76,2025-11,A collection of sample agents built with Agent Development (ADK)
Python,deepagents,Autre,,,oui,,55,2025-11,Pas de description
Python,Deep-Live-Cam,Autre,,,oui,,225,2025-11,real time face swap and one-click video deepfake with only a single image
Python,AP2,ML,,,oui,,8,2025-11,Building a Secure and Interoperable Future for AI-Driven Payments.
Python,olmocr,Data,,,oui,,193,2025-11,Toolkit for linearizing PDFs for LLM datasets/training
Python,wandb,ML,,,oui,,4,2025-11,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation to production."
Python,physicsnemo,ML,,,oui,,8,2025-11,"Open-source deep-learning framework for building, training, and fine-tuning deep learning models using state-of-the-art Physics-ML methods"
Python,LEANN,Autre,,,oui,,98,2025-11,"RAG on Everything with LEANN. Enjoy 97% storage savings while running a fast, accurate, and 100% private RAG application on your personal device."
Python,spring2025-lectures,Autre,,,oui,,124,2025-11,Pas de description
Python,xiaomusic,Autre,,,oui,,197,2025-11,使用小爱音箱播放音乐，音乐使用 yt-dlp 下载。
Python,pixeltable,Data,,,oui,,34,2025-11,"Pixeltable — Data Infrastructure providing a declarative, incremental approach for multimodal AI workloads."
Python,AI-Researcher,ML,,,oui,,28,2025-11,"[NeurIPS2025] ""AI-Researcher: Autonomous Scientific Innovation"" -- A production-ready version: https://novix.science/chat"
Python,mkdocs-material,Autre,,,oui,,18,2025-11,Documentation that simply works
Jupyter,ai-engineering-hub,ML,,,oui,,386,2025-11,"In-depth tutorials on LLMs, RAGs and real-world AI agent applications."
Jupyter,AI-Tutorial-Codes-Included,ML,,,oui,,19,2025-11,Codes/Notebooks for AI Projects
Jupyter,ai-agents-for-beginners,ML,,,oui,,62,2025-11,12 Lessons to Get Started Building AI Agents
Jupyter,aie-book,ML,,,oui,,40,2025-11,"[WIP] Resources for AI engineers. Also contains supporting materials for the book AI Engineering (Chip Huyen, 2025)"
Jupyter,Isaac-GR00T,Autre,,,oui,,17,2025-11,NVIDIA Isaac GR00T N1.5 - A Foundation Model for Generalist Robots.
Jupyter,llm_engineering,NLP,,,oui,,9,2025-11,Repo to accompany my mastering LLM engineering course
Jupyter,data-engineering-zoomcamp,Data,,,oui,,13,2025-11,Data Engineering Zoomcamp is a free 9-week course on building production-ready data pipelines. The next cohort starts in January 2026. Join the course here 👇🏼
Jupyter,happy-llm,Autre,,,oui,,43,2025-11,📚 从零开始的大语言模型原理与实践教程
Jupyter,vertex-ai-creative-studio,ML,,,oui,,1,2025-11,"GenMedia Creative Studio is a Vertex AI generative media user experience highlighting the use of Imagen, Veo, Gemini 🍌, Gemini TTS, Chirp 3, Lyria and other generative media APIs on Google Cloud."
Jupyter,evidently,Data,,,oui,,3,2025-11,"Evidently is ​​an open-source ML and LLM observability framework. Evaluate, test, and monitor any AI-powered system or data pipeline. From tabular data to Gen AI. 100+ metrics."
Jupyter,FinRL,Autre,,,oui,,8,2025-11,FinRL®: Financial Reinforcement Learning. 🔥
Jupyter,crewAI-examples,ML,,,oui,,1,2025-11,A collection of examples that show how to use CrewAI framework to automate workflows.
Jupyter,courses,Autre,,,oui,,8,2025-11,Anthropic's educational courses
Jupyter,h4cker,ML,,,oui,,12,2025-11,"This repository is primarily maintained by Omar Santos (@santosomar) and includes thousands of resources related to ethical hacking, bug bounties, digital forensics and incident response (DFIR), artificial intelligence security, vulnerability research, exploit development, reverse engineering, and more."
Jupyter,segment-anything,ML,,,oui,,17,2025-11,"The repository provides code for running inference with the SegmentAnything Model (SAM), links for downloading the trained model checkpoints, and example notebooks that show how to use the model."
Jupyter,Hands-On-Large-Language-Models,NLP,,,oui,,52,2025-11,"Official code repo for the O'Reilly Book - ""Hands-On Large Language Models"""
Jupyter,llm-app,Data,,,oui,,224,2025-11,"Ready-to-run cloud templates for RAG, AI pipelines, and enterprise search with live data. 🐳Docker-friendly.⚡Always in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, and more."
