Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,WhisperLiveKit,Web,non,non,oui,Découvrir,445,2025-09,"Real-time & local speech-to-text, translation, and speaker diarization. With server & web UI."
Python,theHarvester,ML,non,non,oui,Découvrir,214,2025-09,"E-mails, subdomains and names Harvester - OSINT"
Python,Python,Autre,non,non,oui,Découvrir,437,2025-09,All Algorithms implemented in Python
Python,paperless-ngx,Autre,non,non,oui,Découvrir,123,2025-09,"A community-supported supercharged document management system: scan, index and archive all your documents"
Python,OpenHands,Autre,,,,,101,2025-09,"🙌 OpenHands: Code Less, Make More"
Python,cheat.sh,Autre,non,non,oui,Découvrir,42,2025-09,the only cheat sheet you need
Python,qlib,ML,non,non,oui,Découvrir,124,2025-09,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process."
Python,Retrieval-based-Voice-Conversion-WebUI,Data,non,non,oui,Découvrir,26,2025-09,Easily train a good VC model with voice data <= 10 mins!
Python,llama-stack,Autre,non,non,oui,Découvrir,11,2025-09,Composable building blocks to build Llama Apps
Python,MiniCPM-V,NLP,non,non,oui,Découvrir,110,2025-09,"MiniCPM-V 4.5: A GPT-4o Level MLLM for Single Image, Multi Image and High-FPS Video Understanding on Your Phone"
Python,pydantic-ai,Web,,,,,49,2025-09,Agent Framework / shim to use Pydantic with LLMs
Python,freqtrade,Autre,non,non,oui,Découvrir,33,2025-09,"Free, open source crypto trading bot"
Python,DeepFaceLab,Autre,non,non,oui,Découvrir,42,2025-09,DeepFaceLab is the leading software for creating deepfakes.
Python,RD-Agent,Data,non,non,oui,Découvrir,16,2025-09,"Research and development (R&D) is crucial for the enhancement of industrial productivity, especially in the AI era, where the core aspects of R&D are mainly focused on data and models. We are committed to automating these high-value generic R&D processes through R&D-Agent, which lets AI drive data-driven AI. 🔗https://aka.ms/RD-Agent-Tech-Report"
Python,pwndbg,Autre,non,non,oui,Découvrir,9,2025-09,Exploit Development and Reverse Engineering with GDB & LLDB Made Easy
Python,InvenTree,Autre,non,non,oui,Découvrir,207,2025-09,Open Source Inventory Management System
Python,f2,Autre,non,non,oui,Découvrir,110,2025-09,High-speed downloader for multiple platforms
Python,AdalFlow,NLP,non,non,oui,Découvrir,21,2025-09,AdalFlow: The library to build & auto-optimize LLM applications.
JavaScript,EasySpider,Web,non,non,oui,Découvrir,127,2025-09,A visual no-code/code-free web crawler/spider易采集：一个可视化浏览器自动化测试/数据采集/爬虫软件，可以无代码图形化的设计和执行爬虫任务。别名：ServiceWrapper面向Web应用的智能化服务封装系统。
JavaScript,screenity,Autre,non,non,oui,Découvrir,111,2025-09,The free and privacy-friendly screen recorder with no limits 🎥
JavaScript,TalkingHead,Web,non,non,oui,Découvrir,16,2025-09,Talking Head (3D): A JavaScript class for real-time lip-sync using Ready Player Me full-body 3D avatars.
JavaScript,lighthouse,Web,,,,,13,2025-09,"Automated auditing, performance metrics, and best practices for the web."
JavaScript,popcorn-desktop,API,non,non,oui,Découvrir,1,2025-09,"Popcorn Time is a multi-platform, free software BitTorrent client that includes an integrated media player ( Windows / Mac / Linux ) A Butter-Project Fork"
JavaScript,brave-browser,Web,non,non,oui,Découvrir,12,2025-09,"Brave browser for Android, iOS, Linux, macOS, Windows."
JavaScript,filestash,Web,non,non,oui,Découvrir,90,2025-09,"📁 A file manager / web client for SFTP, S3, FTP, WebDAV, Git, Minio, LDAP, CalDAV, CardDAV, Mysql, Backblaze, ..."
JavaScript,claude-task-master,ML,non,non,oui,Découvrir,49,2025-09,"An AI-powered task-management system you can drop into Cursor, Lovable, Windsurf, Roo, and others."
JavaScript,nuclei-templates,Autre,non,non,oui,Découvrir,6,2025-09,Community curated list of templates for the nuclei engine to find security vulnerabilities.
