Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,open_deep_research,Autre,,,,,245,2025-07,Pas de description
Python,maigret,Web,,,,,320,2025-07,🕵️‍♂️ Collect a dossier on a person by username from thousands of sites
Python,LTX-Video,Autre,,,,,142,2025-07,Official repository for LTX-Video
Python,markitdown,Autre,,,,,991,2025-07,Python tool for converting files and office documents to Markdown.
Python,MediaManager,Autre,,,,,206,2025-07,A modern selfhosted media management system for your media library
Python,OpenHands,Autre,,,,,58,2025-07,"🙌 OpenHands: Code Less, Make More"
Python,maple-font,ML,,,,,16,2025-07,"Maple Mono: Open source monospace font with round corner, ligatures and Nerd-Font icons for IDE and terminal, fine-grained customization options. 带连字和控制台图标的圆角等宽字体，中英文宽度完美2:1，细粒度的自定义选项"
Python,MegaParse,NLP,,,,,121,2025-07,"File Parser optimised for LLM Ingestion with no loss 🧠 Parse PDFs, Docx, PPTx in a format that is ideal for LLMs."
Python,MaxKB,Autre,,,,,52,2025-07,🔥 MaxKB is an open-source platform for building enterprise-grade agents. MaxKB 是强大易用的开源企业级智能体平台。
Python,localGPT,NLP,,,,,139,2025-07,Chat with your documents on your local device using GPT models. No data leaves your device and 100% private.
Python,airflow,ML,,,,,30,2025-07,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows"
Python,KubeDiagrams,Data,,,,,27,2025-07,"Generate Kubernetes architecture diagrams from Kubernetes manifest files, kustomization files, Helm charts, helmfiles, and actual cluster state"
Python,pydantic-ai,Web,,,,,177,2025-07,Agent Framework / shim to use Pydantic with LLMs
Python,black,Autre,,,,,26,2025-07,The uncompromising Python code formatter
JavaScript,remote-jobs,Autre,,,,,360,2025-07,A list of semi to fully remote-friendly companies (jobs) in tech.
JavaScript,svelte,Web,,,,,24,2025-07,web development for the rest of us
JavaScript,paperless-ai,API,,,,,12,2025-07,"An automated document analyzer for Paperless-ngx using OpenAI API, Ollama, Deepseek-r1, Azure and all OpenAI API compatible Services to automatically analyze and tag your documents."
JavaScript,Sub-Store,Autre,,,,,11,2025-07,"Advanced Subscription Manager for QX, Loon, Surge, Stash, Egern and Shadowrocket!"
JavaScript,context7,API,,,,,133,2025-07,Context7 MCP Server -- Up-to-date code documentation for LLMs and AI code editors
JavaScript,bilibili-API-collect,API,,,,,19,2025-07,哔哩哔哩-API收集整理【不断更新中....】
JavaScript,monaco-editor,Web,,,,,8,2025-07,A browser based code editor
JavaScript,Spider_XHS,Autre,,,,,10,2025-07,小红书爬虫数据采集，小红书全域运营解决方案
JavaScript,gutenberg,ML,,,,,3,2025-07,The Block Editor project for WordPress and beyond. Plugin is available from the official repository.
JavaScript,automatisch,API,,,,,12,2025-07,The open source Zapier alternative. Build workflow automation without spending time and money.
JavaScript,pdf.js,Web,,,,,6,2025-07,PDF Reader in JavaScript
JavaScript,puter,Autre,,,,,22,2025-07,"🌐 The Internet OS! Free, Open-Source, and Self-Hostable."
JavaScript,CloudFlare-ImgBed,Autre,,,,,22,2025-07,Open-source file hosting solution based on CloudFlare (Image hosting/File storage/Cloud drive) / 基于 CloudFlare 的开源文件托管解决方案（图床/文件床/网盘）
Rust,uv,Autre,,,,,123,2025-07,"An extremely fast Python package and project manager, written in Rust."
Rust,helix,NLP,,,,,32,2025-07,A post-modern modal text editor.
Rust,forge,NLP,,,,,24,2025-07,"AI enabled pair programmer for Claude, GPT, O Series, Grok, Deepseek, Gemini and 300+ models"
Rust,burn,Web,,,,,23,2025-07,"Burn is a next generation Deep Learning Framework that doesn't compromise on flexibility, efficiency and portability."
Rust,rerun,Data,,,,,12,2025-07,"Visualize streams of multimodal data. Free, fast, easy to use, and simple to integrate. Built in Rust."
Rust,neon,API,,,,,21,2025-07,"Neon: Serverless Postgres. We separated storage and compute to offer autoscaling, code-like database branching, and scale to zero."
Rust,databend,Data,,,,,18,2025-07,"𝗗𝗮𝘁𝗮, 𝗔𝗻𝗮𝗹𝘆𝘁𝗶𝗰𝘀 & 𝗔𝗜. Modern alternative to Snowflake. Cost-effective and simple for massive-scale analytics. https://databend.com"
Rust,convex-backend,Data,,,,,30,2025-07,The open-source reactive database for app developers
Rust,linera-protocol,ML,,,,,29,2025-07,Main repository for the Linera protocol
Rust,qdrant,Data,,,,,31,2025-07,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloud https://cloud.qdrant.io/"
Rust,niri,Autre,,,,,37,2025-07,A scrollable-tiling Wayland compositor.
Rust,pyrefly,Autre,,,,,5,2025-07,A fast type checker and IDE for Python
Rust,arnis,ML,,,,,9,2025-07,Generate any location from the real world in Minecraft Java Edition with a high level of detail.
Rust,nautilus_trader,Autre,,,,,18,2025-07,A high-performance algorithmic trading platform and event-driven backtester
Rust,anchor,Web,,,,,5,2025-07,⚓ Solana Sealevel Framework
Rust,polkadot-sdk,ML,,,,,3,2025-07,The Parity Polkadot Blockchain SDK
Rust,risingwave,Autre,,,,,51,2025-07,Stream processing and management platform.
Rust,microbin,Web,,,,,141,2025-07,"A secure, configurable file-sharing and URL shortening web app written in Rust."
Rust,rustlings,Autre,,,,,19,2025-07,🦀 Small exercises to get you used to reading and writing Rust code!
Rust,trippy,Autre,,,,,11,2025-07,A network diagnostic tool
Rust,delta,Autre,,,,,57,2025-07,"A syntax-highlighting pager for git, diff, grep, and blame output"
Rust,union,Autre,,,,,481,2025-07,"The trust-minimized, zero-knowledge bridging protocol, designed for censorship resistance, extremely high security, and usage in decentralized finance."
Go,mediamtx,Web,,,,,42,2025-07,"Ready-to-use SRT / WebRTC / RTSP / RTMP / LL-HLS media server and media proxy that allows to read, publish, proxy, record and playback video and audio streams."
Go,github-mcp-server,API,,,,,239,2025-07,GitHub's official MCP Server
Go,gitleaks,Autre,,,,,224,2025-07,Find secrets with Gitleaks 🔑
Go,telegraf,Data,,,,,115,2025-07,"Agent for collecting, processing, aggregating, and writing metrics, logs, and other arbitrary data."
Go,k6,Web,,,,,6,2025-07,"A modern load testing tool, using Go and JavaScript"
Go,mcp-grafana,API,,,,,21,2025-07,MCP server for Grafana
Go,kustomize,ML,,,,,2,2025-07,Customization of kubernetes YAML configurations
Go,opentelemetry-collector,Autre,,,,,9,2025-07,OpenTelemetry Collector
Go,teleport,Autre,,,,,6,2025-07,"The easiest, and most secure way to access and protect all of your infrastructure."
Go,opentelemetry-collector-contrib,Autre,,,,,6,2025-07,Contrib repository for the OpenTelemetry Collector
Go,grpc-go,Autre,,,,,1,2025-07,The Go language implementation of gRPC. HTTP/2 based RPC
Go,evilginx2,Web,,,,,10,2025-07,"Standalone man-in-the-middle attack framework used for phishing login credentials along with session cookies, allowing for the bypass of 2-factor authentication"
Go,cobra,Autre,,,,,11,2025-07,A Commander for modern Go CLI interactions
Go,gin,Web,,,,,19,2025-07,"Gin is a HTTP web framework written in Go (Golang). It features a Martini-like API with much better performance -- up to 40 times faster. If you need smashing performance, get yourself some Gin."
Go,uncloud,ML,,,,,15,2025-07,A lightweight tool for deploying and managing containerised applications across a network of Docker hosts. Bridging the gap between Docker and Kubernetes ✨
Go,bbolt,Data,,,,,2,2025-07,An embedded key/value database for Go.
Go,jaeger,Autre,,,,,4,2025-07,"CNCF Jaeger, a Distributed Tracing Platform"
Go,codeforces-go,Autre,,,,,9,2025-07,算法竞赛模板库 by 灵茶山艾府 💭💡🎈
Go,glance,Autre,,,,,26,2025-07,A self-hosted dashboard that puts all your feeds in one place
Go,env,Autre,,,,,2,2025-07,"A simple, zero-dependencies library to parse environment variables into structs"
Go,gorm,ML,,,,,3,2025-07,"The fantastic ORM library for Golang, aims to be developer friendly"
Go,kubernetes,ML,,,,,22,2025-07,Production-Grade Container Scheduling and Management
Go,ollama,NLP,,,,,93,2025-07,"Get up and running with Llama 3.3, DeepSeek-R1, Phi-4, Gemma 3, Mistral Small 3.1 and other large language models."
Go,terraform-provider-azurerm,Autre,,,,,2,2025-07,Terraform provider for Azure Resource Manager
TypeScript,bknd,Autre,,,,,138,2025-07,"Lightweight Firebase/Supabase alternative built to run anywhere — incl. Next.js, Remix, Astro, Cloudflare, Bun, Node, AWS Lambda & more."
TypeScript,n8n,ML,,,,,699,2025-07,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations."
TypeScript,strapi,Web,,,,,236,2025-07,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript/TypeScript, fully customizable, and developer-first."
TypeScript,claude-code-router,ML,,,,,254,2025-07,"Use Claude Code as the foundation for coding infrastructure, allowing you to decide how to interact with the model while enjoying updates from Anthropic."
TypeScript,midday,Autre,,,,,60,2025-07,"Invoicing, Time tracking, File reconciliation, Storage, Financial Overview & your own Assistant made for Freelancers"
TypeScript,code-server,Web,,,,,31,2025-07,VS Code in the browser
TypeScript,MusicFree,Autre,,,,,53,2025-07,插件化、定制化、无广告的免费音乐播放器
TypeScript,astro,Web,,,,,20,2025-07,The web framework for content-driven websites. ⭐️ Star to support our work!
TypeScript,DocsGPT,NLP,,,,,238,2025-07,"DocsGPT is an open-source genAI tool that helps users get reliable answers from knowledge source, while avoiding hallucinations. It enables private and reliable information retrieval, with tooling and agentic system capability built in."
TypeScript,better-auth,Web,,,,,50,2025-07,The most comprehensive authentication framework for TypeScript
TypeScript,freeCodeCamp,Autre,,,,,145,2025-07,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer science for free."
TypeScript,dify,Autre,,,,,88,2025-07,Production-ready platform for agentic workflow development.
TypeScript,firecrawl,Web,,,,,37,2025-07,"🔥 Turn entire websites into LLM-ready markdown or structured data. Scrape, crawl and extract with a single API."
TypeScript,ui,Web,,,,,62,2025-07,"A set of beautifully-designed, accessible components and a code distribution platform. Works with your favorite frameworks. Open Source. Open Code."
TypeScript,nocodb,ML,,,,,29,2025-07,🔥 🔥 🔥 Open Source Airtable Alternative
