Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,academic-research-skills,Autre,,,oui,,161,2026-09,Pas de description
Python,minimind,Autre,,,oui,,495,2026-09,Pas de description
Python,VoiceStudio,Autre,,,oui,,509,2026-09,Pas de description
Python,manim,Autre,,,oui,,74,2026-09,Pas de description
Python,video-use,Autre,,,oui,,591,2026-09,Pas de description
Python,scientific-agent-skills,Autre,,,oui,,1980,2026-09,Pas de description
Python,patent-disclosure-skill,Autre,,,oui,,571,2026-09,Pas de description
Python,crawl4ai,Autre,,,oui,,516,2026-09,Pas de description
Python,Soup,Autre,,,oui,,326,2026-09,Pas de description
Python,ODS,Autre,,,oui,,77,2026-09,Pas de description
Python,claude-code,Autre,,,oui,,126,2026-09,Pas de description
Python,robin,Autre,,,oui,,127,2026-09,Pas de description
Python,DeepTutor,Autre,,,oui,,202,2026-09,Pas de description
Python,code-graph-rag,Autre,,,oui,,24,2026-09,Pas de description
Python,mjlab,Autre,,,oui,,21,2026-09,Pas de description
Python,Scrapling,Autre,,,oui,,234,2026-09,Pas de description
Python,SkillSpector,Autre,,,oui,,129,2026-09,Pas de description
Python,PageIndex,Autre,,,oui,,31,2026-09,Pas de description
Python,club-3090,Autre,,,oui,,9,2026-09,Pas de description
Jupyter,prompt-eng-interactive-tutorial,Autre,,,oui,,124,2026-09,Pas de description
Jupyter,AIMLInterviews,Autre,,,oui,,33,2026-09,Pas de description
Jupyter,dive-into-llms,Autre,,,oui,,148,2026-09,Pas de description
Jupyter,all-agentic-architectures,Autre,,,oui,,30,2026-09,Pas de description
Jupyter,airllm,Autre,,,oui,,155,2026-09,Pas de description
Jupyter,ai-agents-for-beginners,Autre,,,oui,,79,2026-09,Pas de description
Jupyter,dinov3,Autre,,,oui,,10,2026-09,Pas de description
Jupyter,vosk-api,Autre,,,oui,,7,2026-09,Pas de description
Jupyter,ai-engineering-hub,Autre,,,oui,,23,2026-09,Pas de description
Jupyter,pytorch-deep-learning,Autre,,,oui,,24,2026-09,Pas de description
Jupyter,GenAI_Agents,Autre,,,oui,,28,2026-09,Pas de description
Jupyter,RAG_Techniques,Autre,,,oui,,32,2026-09,Pas de description
Jupyter,llm-zoomcamp,Autre,,,oui,,10,2026-09,Pas de description
Jupyter,Qwen3-VL,Autre,,,oui,,8,2026-09,Pas de description
Jupyter,openai-cookbook,Autre,,,oui,,62,2026-09,Pas de description
Jupyter,cosmos,Autre,,,oui,,13,2026-09,Pas de description
Jupyter,CLIP,Autre,,,oui,,7,2026-09,Pas de description
Jupyter,Data-Science-For-Beginners,Autre,,,oui,,12,2026-09,Pas de description
Jupyter,ML-For-Beginners,Autre,,,oui,,44,2026-09,Pas de description
