Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,agent-lightning,ML,non,non,oui,Découvrir,408,2025-11,The absolute trainer to light up AI agents.
Python,BettaFish,Autre,non,non,oui,Découvrir,105,2025-11,微舆：人人可用的多Agent舆情分析助手，打破信息茧房，还原舆情原貌，预测未来走向，辅助决策！从0实现，不依赖任何框架。
Python,LLaMA-Factory,NLP,non,non,oui,Découvrir,118,2025-11,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)
Python,adk-samples,Autre,non,non,oui,Découvrir,76,2025-11,A collection of sample agents built with Agent Development (ADK)
Python,deepagents,Autre,non,non,oui,Découvrir,55,2025-11,Pas de description
Python,Deep-Live-Cam,Autre,non,non,oui,Découvrir,225,2025-11,real time face swap and one-click video deepfake with only a single image
Python,AP2,ML,non,non,oui,Découvrir,8,2025-11,Building a Secure and Interoperable Future for AI-Driven Payments.
Python,olmocr,NLP,non,non,oui,Découvrir,193,2025-11,Toolkit for linearizing PDFs for LLM datasets/training
Python,wandb,ML,non,non,oui,Découvrir,4,2025-11,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation to production."
Python,physicsnemo,Web,non,non,oui,Découvrir,8,2025-11,"Open-source deep-learning framework for building, training, and fine-tuning deep learning models using state-of-the-art Physics-ML methods"
Python,LEANN,Autre,non,non,oui,Découvrir,98,2025-11,"RAG on Everything with LEANN. Enjoy 97% storage savings while running a fast, accurate, and 100% private RAG application on your personal device."
Python,spring2025-lectures,Autre,non,non,oui,Découvrir,124,2025-11,Pas de description
Python,xiaomusic,Autre,non,non,oui,Découvrir,197,2025-11,使用小爱音箱播放音乐，音乐使用 yt-dlp 下载。
Python,pixeltable,Data,non,non,oui,Découvrir,34,2025-11,"Pixeltable — Data Infrastructure providing a declarative, incremental approach for multimodal AI workloads."
Python,AI-Researcher,ML,non,non,oui,Découvrir,28,2025-11,"[NeurIPS2025] ""AI-Researcher: Autonomous Scientific Innovation"" -- A production-ready version: https://novix.science/chat"
Python,mkdocs-material,Autre,non,non,oui,Découvrir,18,2025-11,Documentation that simply works
JavaScript,claude-relay-service,ML,non,non,oui,Découvrir,47,2025-11,CRS-自建Claude Code镜像，一站式开源中转服务，让 Claude、OpenAI、Gemini、Droid 订阅统一接入，支持拼车共享，更高效分摊成本，原生工具无缝使用。
JavaScript,nuclei-templates,Autre,,,,,71,2025-11,Community curated list of templates for the nuclei engine to find security vulnerabilities.
JavaScript,social-analyzer,Web,non,non,oui,Découvrir,532,2025-11,"API, CLI, and Web App for analyzing and finding a person's profile in 1000 social media \ websites"
JavaScript,Web-Dev-For-Beginners,Web,non,non,oui,Découvrir,318,2025-11,"24 Lessons, 12 Weeks, Get Started as a Web Developer"
JavaScript,awesome-copilot,Autre,,,,,115,2025-11,"Community-contributed instructions, prompts, and configurations to help you make the most of GitHub Copilot."
JavaScript,glass,Autre,non,non,oui,Découvrir,27,2025-11,Digital Mind Extension
JavaScript,snapdom,Web,non,non,oui,Découvrir,66,2025-11,snapDOM captures HTML elements to images with exceptional speed and accuracy.
JavaScript,fishes,Autre,non,non,oui,Découvrir,7,2025-11,Pas de description
JavaScript,drawio-desktop,Autre,non,non,oui,Découvrir,26,2025-11,Official electron build of draw.io
JavaScript,transformer-explainer,NLP,non,non,oui,Découvrir,8,2025-11,Transformer Explained Visually: Learn How LLM Transformer Models Work with Interactive Visualization
JavaScript,Xget,API,non,non,oui,Découvrir,32,2025-11,"Ultra-high-performance, secure, all-in-one acceleration engine for developer resources whose performance far surpasses traditional accelerators, delivering a unified, efficient acceleration experience across multiple platforms | 超高性能、安全的一站式开发者资源加速引擎，其性能远超传统加速器，提供跨多个平台的统一高效的加速体验，涵盖代码储存库、包管理、AI 推理 API、容器镜像、模型及数据集等"
JavaScript,planka,Autre,non,non,oui,Découvrir,21,2025-11,PLANKA is the kanban-style project mastering tool for everyone.
JavaScript,blur-my-shell,Autre,non,non,oui,Découvrir,6,2025-11,"Extension that adds a blur look to different parts of the GNOME Shell, including the top panel, dash and overview"
JavaScript,javascript-interview-questions,Web,non,non,oui,Découvrir,3,2025-11,List of 1000 JavaScript Interview Questions
JavaScript,video.js,Web,non,non,oui,Découvrir,4,2025-11,Video.js - open source HTML5 video player
JavaScript,Luckysheet,Autre,non,non,oui,Découvrir,4,2025-11,Luckysheet upgraded to Univer
JavaScript,Administrative-divisions-of-China,Autre,,,,,3,2025-11,中华人民共和国行政区划：省级（省份）、 地级（城市）、 县级（区县）、 乡级（乡镇街道）、 村级（村委会居委会） ，中国省市区镇村二级三级四级五级联动地址数据。
JavaScript,monaco-editor,Web,,,,,9,2025-11,A browser based code editor
Rust,uv,Autre,,,,,156,2025-11,"An extremely fast Python package and project manager, written in Rust."
Rust,goose,NLP,non,non,oui,Découvrir,64,2025-11,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM"
Rust,helix,NLP,,,,,36,2025-11,A post-modern modal text editor.
Rust,foundry,Autre,non,non,oui,Découvrir,9,2025-11,"Foundry is a blazing fast, portable and modular toolkit for Ethereum application development written in Rust."
Rust,nautilus_trader,Autre,,,,,30,2025-11,A high-performance algorithmic trading platform and event-driven backtester
Rust,iroh,Autre,,,,,12,2025-11,peer-2-peer that just works
Rust,rustdesk,Autre,,,,,59,2025-11,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer."
