Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Python,markitdown,Autre,,,,,2403,2025-07,Python tool for converting files and office documents to Markdown.
Python,localGPT,NLP,,,,,45,2025-07,Chat with your documents on your local device using GPT models. No data leaves your device and 100% private.
Python,erpnext,Autre,,,,,333,2025-07,Free and Open Source Enterprise Resource Planning (ERP)
Python,ART,ML,,,,,429,2025-07,"Agent Reinforcement Trainer: train multi-step agents for real-world tasks using GRPO. Give your agents on-the-job training. Reinforcement learning for Qwen2.5, Qwen3, Llama, Kimi, and more!"
Python,mcp-agent,NLP,,,,,50,2025-07,Build effective agents using Model Context Protocol and simple workflow patterns
Python,vanna,NLP,,,,,146,2025-07,🤖 Chat with your SQL database 📊. Accurate Text-to-SQL Generation via LLMs using RAG 🔄.
Python,OpenBB,Autre,,,,,342,2025-07,"Investment Research for Everyone, Everywhere."
Python,mindsdb,API,,,,,233,2025-07,AI's query engine - Platform for building AI that can answer questions over large scale federated data. - The only MCP Server you'll ever need
Python,graphiti,ML,,,,,398,2025-07,Build Real-Time Knowledge Graphs for AI Agents
Python,qlib,ML,,,,,79,2025-07,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process."
Python,Second-Me,ML,,,,,28,2025-07,"Train your AI self, amplify you, bridge the world"
Python,KubeDiagrams,Data,,,,,37,2025-07,"Generate Kubernetes architecture diagrams from Kubernetes manifest files, kustomization files, Helm charts, helmfiles, and actual cluster state"
Python,Ghost-Downloader-3,ML,,,,,123,2025-07,A cross-platform QUIC AI-boost fluent-design multi-threaded downloader built with Python.
Python,localstack,API,,,,,44,2025-07,💻 A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline
Python,agent-zero,Web,,,,,24,2025-07,Agent Zero AI framework
Python,server,API,,,,,8,2025-07,The Triton Inference Server provides an optimized cloud and edge inferencing solution.
JavaScript,ToolJet,Web,,,,,110,2025-07,"Low-code platform for building business applications. Connect to databases, cloud storages, GraphQL, API endpoints, Airtable, Google sheets, OpenAI, etc and build apps using drag and drop application builder. Built using JavaScript/TypeScript. 🚀"
JavaScript,Checkmate,API,,,,,409,2025-07,"Checkmate is an open-source, self-hosted tool designed to track and monitor server hardware, uptime, response times, and incidents in real-time with beautiful visualizations. Don't be shy, join here: https://discord.com/invite/NAb6H3UTjK :)"
JavaScript,webvm,Web,,,,,39,2025-07,Virtual Machine for the Web
JavaScript,decap-cms,Web,,,,,7,2025-07,A Git-based CMS for Static Site Generators
JavaScript,meshery,Autre,,,,,5,2025-07,"Meshery, the cloud native manager"
JavaScript,WebGL-Fluid-Simulation,Web,,,,,3,2025-07,Play with fluids in your browser (works even on mobile)
JavaScript,openzeppelin-contracts-upgradeable,Autre,,,,,0,2025-07,"Upgradeable variant of OpenZeppelin Contracts, meant for use in upgradeable contracts."
JavaScript,react,Web,,,,,59,2025-07,The library for web and native user interfaces.
JavaScript,create-react-app,Web,,,,,10,2025-07,Set up a modern web app by running one command.
JavaScript,axios,Web,,,,,9,2025-07,Promise based HTTP client for the browser and node.js
JavaScript,semantic-release,Autre,,,,,6,2025-07,📦🚀 Fully automated version management and package publishing
JavaScript,webpack,Web,,,,,2,2025-07,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff."
Rust,amazon-q-developer-cli,Autre,,,,,16,2025-07,✨ Agentic chat experience in your terminal. Build applications using natural language.
Rust,rustdesk,Autre,,,,,133,2025-07,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer."
Rust,helix,NLP,,,,,38,2025-07,A post-modern modal text editor.
Rust,nexus-cli,Autre,,,,,4,2025-07,Command line interface for supplying proofs to the Nexus network.
Rust,zola,Web,,,,,10,2025-07,A fast static site generator in a single binary with everything built-in. https://www.getzola.org
Rust,rspack,Web,,,,,7,2025-07,The fast Rust-based web bundler with webpack-compatible API 🦀️
Rust,opendal,Autre,,,,,8,2025-07,"Apache OpenDAL: One Layer, All Storage."
Rust,linera-protocol,ML,,,,,35,2025-07,Main repository for the Linera protocol
Rust,forge,NLP,,,,,25,2025-07,"AI enabled pair programmer for Claude, GPT, O Series, Grok, Deepseek, Gemini and 300+ models"
Rust,tree-sitter,Autre,,,,,19,2025-07,An incremental parsing system for programming tools
Rust,dynamo,Web,,,,,10,2025-07,A Datacenter Scale Distributed Inference Serving Framework
Rust,zed,Autre,,,,,54,2025-07,"Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter."
Rust,rio,Web,,,,,48,2025-07,A hardware-accelerated GPU terminal emulator focusing to run in desktops and browsers.
Rust,paradedb,Autre,,,,,60,2025-07,"ParadeDB is a modern Elasticsearch alternative built on Postgres. Built for real-time, update-heavy workloads."
Rust,rnote,Autre,,,,,27,2025-07,Sketch and take handwritten notes.
Rust,clewdr,API,,,,,8,2025-07,High Performance LLM Reverse Proxy
Rust,niri,Autre,,,,,27,2025-07,A scrollable-tiling Wayland compositor.
Rust,ruff,Autre,,,,,28,2025-07,"An extremely fast Python linter and code formatter, written in Rust."
Rust,arrow-rs,Autre,,,,,5,2025-07,Official Rust implementation of Apache Arrow
Rust,bevy,Data,,,,,14,2025-07,A refreshingly simple data-driven game engine built in Rust
Rust,gitbutler,API,,,,,8,2025-07,"The GitButler version control client, backed by Git, powered by Tauri/Rust/Svelte"
Go,argo-workflows,Autre,,,,,5,2025-07,Workflow Engine for Kubernetes
Go,badger,Autre,,,,,6,2025-07,Fast key-value DB in Go.
Go,ctop,ML,,,,,54,2025-07,Top-like interface for container metrics
Go,golangci-lint,Autre,,,,,5,2025-07,Fast linters runner for Go
Go,podman,ML,,,,,44,2025-07,Podman: A tool for managing OCI containers and pods.
Go,aws-sdk-go-v2,Autre,,,,,4,2025-07,AWS SDK for the Go programming language.
Go,langchaingo,NLP,,,,,13,2025-07,"LangChain for Go, the easiest way to write LLM-based programs in Go"
Go,gitleaks,Autre,,,,,15,2025-07,Find secrets with Gitleaks 🔑
Go,oapi-codegen,API,,,,,17,2025-07,Generate Go client and server boilerplate from OpenAPI 3 specifications
Go,zep,Autre,,,,,7,2025-07,"Zep | Examples, Integrations, & More"
Go,grpc-go,Autre,,,,,7,2025-07,The Go language implementation of gRPC. HTTP/2 based RPC
Go,milvus,Data,,,,,23,2025-07,"Milvus is a high-performance, cloud-native vector database built for scalable vector ANN search"
